区,朝向,配备电梯,所在楼层,链家编号,房屋户型,房屋价格（单位：万元）,装修类型,建筑面积,建筑时间
天府新区,东,有,低楼层 (共33层),106105078887,3室1厅,183,精装,96.69㎡,2016年建
成华,南 北,有,中楼层 (共30层),106105076768,2室2厅,138,精装,84.81㎡,未知年建
天府新区,东南,有,高楼层 (共50层),106105076720,3室2厅,182,精装,99㎡,2014年建
高新,东,有,中楼层 (共26层),106105076130,3室2厅,450,精装,137㎡,2015年建
温江,东,有,高楼层 (共34层),106105075218,3室1厅,108,毛坯,80.28㎡,2016年建
高新,北,有,中楼层 (共26层),106105071609,3室2厅,185,毛坯,114㎡,2013年建
金牛,东南,有,中楼层 (共18层),106105071162,3室1厅,162,精装,87.46㎡,2014年建
天府新区,南,有,高楼层 (共27层),106105069509,3室1厅,283,精装,128.09㎡,2016年建
龙泉驿,东北,有,高楼层 (共32层),106105068806,3室2厅,122.5,精装,81.5㎡,2017年建
都江堰,东南,有,高楼层 (共5层),106105109909,3室2厅,88,简装,103㎡,未知年建
青羊,东,有,中楼层 (共22层),106105067181,3室1厅,160,简装,70.35㎡,2014年建
金牛,东南,有,中楼层 (共22层),106105109133,3室1厅,160.5,毛坯,87.21㎡,未知年建
金牛,东南,无,中楼层 (共7层),106105066729,3室1厅,123,简装,103.66㎡,2000年建
龙泉驿,东南,有,高楼层 (共33层),106105108258,3室2厅,113,精装,91.41㎡,2018年建
天府新区,南,有,低楼层 (共33层),106105066707,3室2厅,155,毛坯,85.86㎡,2018年建
成华,东南 南,有,高楼层 (共35层),106105107919,3室2厅,139.5,简装,90.1㎡,2018年建
龙泉驿,东,有,中楼层 (共32层),106105066636,3室2厅,152,精装,93.09㎡,2016年建
龙泉驿,南,有,高楼层 (共33层),106105107565,3室2厅,117.5,精装,91.19㎡,2018年建
双流,东 西,有,高楼层 (共32层),106105066245,3室2厅,157,毛坯,99.81㎡,未知年建
温江,西,有,高楼层 (共33层),106105106962,3室1厅,143,精装,110.34㎡,2016年建
锦江,东南,有,中楼层 (共33层),106105065914,3室2厅,157,精装,78.87㎡,2017年建
崇州,东,暂无数据,中楼层 (共9层),106105106045,3室2厅,95,毛坯,125.8㎡,未知年建
金牛,西北,有,高楼层 (共21层),106105065337,2室1厅,119.8,精装,77.49㎡,2015年建
双流,西南,有,中楼层 (共28层),106105105407,3室2厅,129,精装,81.46㎡,2018年建
金牛,东南,无,高楼层 (共6层),106105061411,3室2厅,89,精装,85.81㎡,1996年建
郫都,东北,有,高楼层 (共23层),106105104520,3室1厅,107,精装,80.48㎡,2016年建
锦江,西北,有,低楼层 (共34层),106105061304,2室1厅,96,精装,60.88㎡,2011年建
新都,北,有,高楼层 (共33层),106105103820,3室1厅,136,精装,100.73㎡,2013年建
龙泉驿,东 东南,无,高楼层 (共6层),106105058044,2室2厅,87,精装,93㎡,2004年建
武侯,东,有,高楼层 (共21层),106105103631,2室1厅,148,简装,106.71㎡,2000年建
新都,东 东南,有,低楼层 (共32层),106105101646,3室1厅,96,毛坯,79㎡,2018年建
双流,北,有,低楼层 (共30层),106105057258,3室2厅,146,精装,65.96㎡,2016年建
新都,东,有,高楼层 (共32层),106105056264,3室2厅,115,简装,86.02㎡,2013年建
成华,东北,有,高楼层 (共27层),106105100503,3室2厅,143,简装,91.86㎡,2013年建
青羊,北,有,高楼层 (共22层),106105055512,3室1厅,220,精装,96.07㎡,2015年建
锦江,西北,有,中楼层 (共34层),106105098727,3室2厅,158,精装,82.7㎡,2013年建
都江堰,东南,有,中楼层 (共17层),106105055351,3室1厅,77.8,精装,93.15㎡,未知年建
龙泉驿,东北,有,高楼层 (共11层),106105098470,3室2厅,165,精装,120.46㎡,2012年建
高新,东,有,低楼层 (共27层),106105054638,3室2厅,308.5,简装,124㎡,2010年建
龙泉驿,南,有,高楼层 (共32层),106105098042,3室2厅,135,毛坯,94㎡,未知年建
天府新区,西,有,低楼层 (共33层),106105052980,3室2厅,203,毛坯,133.21㎡,2015年建
郫都,东南,无,高楼层 (共6层),106105098014,3室2厅,79,简装,115.24㎡,2003年建
成华,东,有,高楼层 (共34层),106105096825,3室1厅,172,精装,92.82㎡,2012年建
双流,南,有,低楼层 (共27层),106105140048,3室2厅,155,精装,90.44㎡,2015年建
新都,西,有,中楼层 (共32层),106105052443,3室2厅,117.8,毛坯,118.1㎡,未知年建
成华,东,有,低楼层 (共42层),106105049554,3室2厅,152,精装,76.8㎡,2018年建
锦江,东南,有,中楼层 (共32层),106105095778,3室1厅,148,简装,81㎡,2015年建
温江,西南,有,低楼层 (共11层),106105133849,2室1厅,105,简装,87.79㎡,2007年建
新都,东,有,高楼层 (共26层),106105093790,2室2厅,81,精装,72.96㎡,2013年建
金牛,东南,无,高楼层 (共6层),106105133544,3室1厅,145,精装,138.7㎡,2004年建
天府新区,东 西,有,低楼层 (共33层),106105048807,3室2厅,190,精装,89.04㎡,2012年建
天府新区,西南,有,低楼层 (共33层),106105093485,3室2厅,180,毛坯,93.34㎡,2018年建
高新,北,有,高楼层 (共25层),106105133053,1室1厅,140,精装,82.5㎡,2010年建
高新,东,有,低楼层 (共33层),106105090588,3室1厅,193,精装,86.62㎡,2016年建
青羊,西南,无,低楼层 (共6层),106105132575,3室1厅,84,简装,68.53㎡,未知年建
天府新区,南,暂无数据,中楼层 (共6层),106105131029,3室2厅,109.6,精装,104.33㎡,2001年建
双流,东南,有,高楼层 (共32层),106105086317,3室2厅,180,精装,90.55㎡,2018年建
新都,南,有,高楼层 (共32层),106105130781,3室2厅,111,简装,110㎡,2015年建
成华,东,无,中楼层 (共7层),106105086152,2室1厅,64,毛坯,55.26㎡,1994年建
郫都,西南,有,高楼层 (共25层),106105085834,3室2厅,107,毛坯,97.01㎡,2017年建
新都,南,有,低楼层 (共11层),106105130460,3室2厅,120,简装,115.85㎡,2009年建
青羊,东北,有,高楼层 (共20层),106105130192,3室2厅,172.2,精装,74.15㎡,2015年建
新都,东南,有,高楼层 (共18层),106105085816,3室2厅,132,精装,108㎡,2010年建
新都,南,无,低楼层 (共6层),106105129419,3室2厅,114.6,简装,119.22㎡,未知年建
双流,北,有,高楼层 (共29层),106105083768,3室2厅,120,毛坯,73㎡,未知年建
龙泉驿,东南,暂无数据,高楼层 (共6层),106105081192,2室2厅,65,简装,70.19㎡,未知年建
双流,南,有,中楼层 (共22层),106105128466,3室2厅,138,精装,84.49㎡,未知年建
郫都,西南,有,低楼层 (共25层),106105128154,4室2厅,160,精装,98.91㎡,2018年建
锦江,南,有,中楼层 (共11层),106105079253,4室2厅,360,精装,126.38㎡,2004年建
天府新区,西北,有,中楼层 (共21层),106105127844,3室2厅,400,精装,127.89㎡,未知年建
青羊,西,有,高楼层 (共20层),106104837954,3室2厅,213,精装,87.7㎡,2015年建
青羊,南,无,中楼层 (共7层),106105127576,3室1厅,190,简装,112.96㎡,2003年建
成华,南,有,低楼层 (共17层),106104829000,3室2厅,215,精装,135.14㎡,2009年建
锦江,南,有,低楼层 (共34层),106104824952,2室1厅,138,毛坯,79.13㎡,2011年建
温江,东南,有,中楼层 (共30层),106104800458,2室2厅,103,精装,79.98㎡,2013年建
新都,西北,有,中楼层 (共31层),106105123742,3室1厅,105,毛坯,92㎡,未知年建
武侯,南 北,无,高楼层 (共7层),106104706907,2室1厅,59.5,精装,51.36㎡,2000年建
龙泉驿,南,暂无数据,低楼层 (共6层),106105123263,3室2厅,129.8,简装,140㎡,未知年建
双流,南,无,低楼层 (共6层),106104388704,4室2厅,138,毛坯,126㎡,2009年建
武侯,东 西南,有,低楼层 (共12层),106105123068,3室1厅,245,精装,97.84㎡,2014年建
成华,东,有,中楼层 (共27层),106104259442,2室1厅,141,精装,89.14㎡,2008年建
青羊,东南,有,低楼层 (共14层),106105121923,3室1厅,170,精装,87.39㎡,2016年建
郫都,东南,有,低楼层 (共18层),106105121707,3室2厅,86,简装,88.42㎡,2011年建
温江,东南,有,中楼层 (共29层),106104125770,3室2厅,124.98,精装,97.94㎡,2012年建
郫都,东,有,高楼层 (共27层),106105121479,3室2厅,162,简装,137㎡,2010年建
新都,东南,有,低楼层 (共26层),106104086483,2室1厅,53,简装,52.13㎡,2012年建
金牛,北,有,中楼层 (共33层),106104081335,1室1厅,76,简装,49.75㎡,2009年建
金牛,西南,有,高楼层 (共31层),106105119998,4室2厅,265,精装,125.06㎡,2009年建
成华,东南,有,高楼层 (共34层),106105119749,3室2厅,125,简装,72.44㎡,2015年建
武侯,南 北,无,中楼层 (共8层),106104065159,3室2厅,134,精装,124.28㎡,2000年建
温江,东北,有,低楼层 (共33层),106105119733,3室2厅,143,精装,88.19㎡,2012年建
郫都,东南,有,低楼层 (共34层),106104057167,3室1厅,137,精装,79.07㎡,2013年建
郫都,西南,有,中楼层 (共15层),106105119519,3室1厅,113,毛坯,93㎡,2016年建
郫都,东南,无,高楼层 (共6层),106104022245,3室2厅,122,精装,136.08㎡,2004年建
温江,东南 南,有,中楼层 (共32层),106105118087,3室2厅,122,毛坯,109.85㎡,2017年建
金牛,东南,有,中楼层 (共18层),106103918896,2室1厅,146,精装,82.73㎡,2011年建
龙泉驿,东南 西南,有,高楼层 (共34层),106105118027,3室2厅,139.8,精装,92㎡,2017年建
郫都,东南,有,低楼层 (共34层),106103915558,3室1厅,108,精装,62.4㎡,2013年建
天府新区,西北,有,中楼层 (共26层),106105116257,3室1厅,162,精装,82.74㎡,未知年建
锦江,东北,有,中楼层 (共29层),106103907064,2室1厅,109,精装,53.56㎡,2016年建
龙泉驿,南,有,中楼层 (共11层),106105115096,4室2厅,238,毛坯,135.02㎡,未知年建
成华,东南,无,高楼层 (共6层),106103889558,3室1厅,103.4,简装,94㎡,2006年建
成华,西北,有,高楼层 (共18层),106105004133,3室2厅,129,精装,90.25㎡,2010年建
双流,西北,有,低楼层 (共32层),106105112656,3室2厅,161,精装,107.85㎡,2017年建
成华,南 北,有,中楼层 (共34层),106103846343,3室2厅,205,精装,86.33㎡,2011年建
龙泉驿,南,无,高楼层 (共7层),106105001019,3室2厅,77,简装,90.5㎡,未知年建
锦江,东北,有,低楼层 (共18层),106103783080,2室1厅,95,简装,71.46㎡,2003年建
龙泉驿,东南,有,高楼层 (共17层),106104995548,4室2厅,178,精装,141㎡,2009年建
郫都,西南,有,高楼层 (共21层),106103730956,2室2厅,70,简装,94.35㎡,2014年建
武侯,东南,有,中楼层 (共29层),106103618942,5室2厅,325,简装,221.87㎡,2000年建
郫都,西南,有,低楼层 (共32层),106101611177,1室1厅,60,精装,51.23㎡,2014年建
成华,南 西南,有,低楼层 (共18层),106103617545,2室1厅,104,简装,78.44㎡,2008年建
武侯,南,有,高楼层 (共16层),106103297928,2室1厅,148,精装,77.91㎡,2013年建
青羊,北,有,低楼层 (共18层),106103469484,2室1厅,109,简装,73.51㎡,未知年建
青羊,东,有,中楼层 (共31层),106103233806,3室2厅,246,精装,88.04㎡,2010年建
天府新区,东北,有,低楼层 (共22层),106103238197,2室2厅,153,精装,70.12㎡,2015年建
金牛,南,无,高楼层 (共7层),106102505983,2室1厅,90.6,简装,81㎡,2002年建
温江,东南,有,低楼层 (共12层),106103196285,2室2厅,105,毛坯,96.5㎡,2012年建
青羊,南 北,无,中楼层 (共7层),106105207394,1室1厅,110,简装,56.15㎡,未知年建
高新,南,有,低楼层 (共16层),106103103389,1室0厅,80,精装,46.54㎡,2006年建
高新,南,有,低楼层 (共22层),106105199570,2室1厅,212,精装,86.49㎡,2014年建
高新,东,有,高楼层 (共39层),106103008270,2室1厅,219,简装,77.25㎡,2015年建
高新,北,有,低楼层 (共33层),106102999242,3室2厅,198,简装,111.04㎡,2013年建
成华,东,无,低楼层 (共3层),106105199487,3室2厅,85,精装,96.74㎡,2003年建
青羊,东北,有,高楼层 (共20层),106102994663,2室2厅,117,简装,61.71㎡,2014年建
青羊,东,有,中楼层 (共24层),106105170687,3室1厅,185,精装,86.67㎡,2012年建
成华,南,无,中楼层 (共6层),106102976512,2室1厅,88,简装,85.23㎡,2006年建
成华,西北,有,低楼层 (共31层),106105162913,3室1厅,116,毛坯,70.85㎡,未知年建
都江堰,南,无,中楼层 (共6层),106105093404,2室1厅,38.5,精装,58㎡,未知年建
新都,南,有,高楼层 (共15层),106102945385,2室2厅,85,简装,95㎡,2009年建
郫都,东南,有,低楼层 (共27层),106105072277,2室1厅,61.8,精装,69.86㎡,未知年建
郫都,东南,有,中楼层 (共23层),106102931337,2室2厅,85.4,精装,51㎡,2013年建
新都,东北,有,高楼层 (共16层),106105054691,2室1厅,78,简装,65㎡,2012年建
武侯,西,有,中楼层 (共11层),106105046307,2室1厅,116,精装,75.56㎡,2005年建
青羊,东南 西北,无,高楼层 (共7层),106102692226,2室1厅,115,简装,84.09㎡,1999年建
青羊,东,有,中楼层 (共11层),106105042858,1室0厅,57.5,简装,45.91㎡,2004年建
双流,南,有,中楼层 (共15层),106102688636,2室1厅,93,毛坯,78.04㎡,2015年建
青羊,南,有,低楼层 (共18层),106105038853,2室1厅,99,简装,61.23㎡,未知年建
青羊,东南,有,低楼层 (共10层),106102613684,2室1厅,92,精装,76.76㎡,2005年建
成华,南,无,高楼层 (共7层),106105035687,2室1厅,128,精装,86.47㎡,2001年建
高新西,东北,有,中楼层 (共16层),106102596955,2室1厅,133,精装,77.43㎡,2013年建
武侯,南,有,低楼层 (共15层),106102475685,2室2厅,126,精装,80㎡,2009年建
新都,南,有,中楼层 (共27层),106105015101,2室1厅,71,简装,53.89㎡,2016年建
金牛,东南,有,中楼层 (共22层),106105012085,1室0厅,49.5,简装,44.56㎡,2007年建
双流,南 北,有,低楼层 (共17层),106102155188,3室2厅,113,毛坯,82.72㎡,未知年建
郫都,西南,有,中楼层 (共31层),106105011337,1室1厅,46,简装,51.2㎡,2009年建
成华,东南,有,低楼层 (共18层),106102099507,2室1厅,108,简装,82.81㎡,2010年建
双流,南,有,低楼层 (共17层),106101977080,3室2厅,105,简装,138㎡,2010年建
龙泉驿,西南,有,低楼层 (共32层),106105004071,2室1厅,108,简装,73.04㎡,2017年建
青羊,东南,无,高楼层 (共6层),106105002324,2室1厅,84,简装,63.32㎡,1997年建
郫都,西北,有,高楼层 (共25层),106101831457,2室1厅,92,毛坯,89.27㎡,2009年建
龙泉驿,西南,有,高楼层 (共24层),106104991231,1室1厅,55.5,精装,45.33㎡,2016年建
金牛,西北,有,中楼层 (共29层),106101810484,3室2厅,225.2,精装,121.47㎡,2012年建
高新西,东北,有,中楼层 (共18层),106105108506,3室2厅,185,精装,125.97㎡,2015年建
新都,西,有,中楼层 (共23层),106101081372,1室1厅,57,精装,63.05㎡,2008年建
锦江,东南,有,高楼层 (共34层),106101078734,2室2厅,128.6,精装,78.86㎡,2011年建
成华,西南,有,中楼层 (共32层),106105106610,3室2厅,129,精装,76㎡,未知年建
青羊,东北,无,低楼层 (共6层),106104969532,4室1厅,395,精装,172.59㎡,2003年建
成华,东 东北,有,中楼层 (共35层),106105101476,3室2厅,142,精装,90.1㎡,2018年建
锦江,东南,有,低楼层 (共28层),106105098529,3室2厅,256,简装,138.27㎡,2012年建
成华,南,有,低楼层 (共32层),106104856910,3室1厅,145,简装,78.39㎡,2017年建
青羊,西,无,低楼层 (共5层),106105086109,2室2厅,225,简装,103.11㎡,2000年建
郫都,东南 西北,有,高楼层 (共34层),106105084401,3室2厅,140,精装,77㎡,2013年建
郫都,南,有,高楼层 (共27层),106105072380,3室2厅,100,精装,65.55㎡,2016年建
武侯,东北,无,高楼层 (共6层),106105062442,3室2厅,179,简装,132.52㎡,2003年建
武侯,东南,有,低楼层 (共17层),106105046379,3室1厅,208,精装,111.73㎡,2004年建
成华,西南,有,高楼层 (共32层),106105045688,3室2厅,161.2,简装,87.65㎡,2015年建
金牛,西南,有,低楼层 (共32层),106105043811,4室2厅,176,精装,92.77㎡,2013年建
武侯,东,无,高楼层 (共6层),106105043173,3室1厅,111,简装,78㎡,1995年建
武侯,西南,有,低楼层 (共16层),106105035186,3室2厅,192,精装,89.03㎡,2016年建
武侯,东南,无,高楼层 (共7层),106105032553,3室1厅,116,简装,66.35㎡,1985年建
武侯,东北,有,高楼层 (共15层),106105028480,3室1厅,218,简装,99㎡,2012年建
龙泉驿,东,有,低楼层 (共33层),106105017272,3室1厅,89,简装,74.89㎡,2013年建
金牛,东,有,中楼层 (共19层),106103376302,1室1厅,54,简装,41.69㎡,2008年建
成华,南,有,中楼层 (共39层),106103265949,2室1厅,118,精装,62.43㎡,2013年建
金牛,南,无,中楼层 (共7层),106103103410,2室2厅,105,简装,95.31㎡,2000年建
高新,东南,有,中楼层 (共29层),106102956805,2室1厅,210,精装,64.19㎡,2012年建
青羊,北,有,低楼层 (共21层),106102835658,2室1厅,116,精装,70.1㎡,2014年建
金牛,东南,无,高楼层 (共7层),106102824336,4室2厅,118,精装,111.66㎡,1997年建
郫都,南,有,高楼层 (共11层),106102814399,4室1厅,118,简装,143.99㎡,2000年建
温江,西北,有,中楼层 (共38层),106102795864,2室1厅,94,精装,70.14㎡,2016年建
锦江,东北,有,高楼层 (共18层),106102773640,2室2厅,172,精装,89㎡,2009年建
高新,东,有,中楼层 (共31层),106102728404,2室1厅,162,精装,80.32㎡,2016年建
青羊,东南,有,中楼层 (共40层),106102722649,1室1厅,72,简装,38.97㎡,2006年建
郫都,东南,有,中楼层 (共14层),106102716899,2室2厅,123,精装,99.96㎡,2008年建
郫都,东南,有,低楼层 (共27层),106102552571,2室1厅,84,精装,49.37㎡,2013年建
成华,南,有,中楼层 (共33层),106102480491,2室2厅,142,精装,89.4㎡,2009年建
郫都,西北,有,高楼层 (共18层),106102404293,3室2厅,108,精装,92.36㎡,2011年建
青羊,东,无,高楼层 (共6层),106102317629,2室1厅,128,精装,74.09㎡,未知年建
金牛,西南,有,高楼层 (共31层),106102303806,3室1厅,168,精装,87.11㎡,2012年建
金牛,西北,有,中楼层 (共18层),106102267958,2室1厅,106,精装,81.21㎡,2007年建
双流,西南,有,低楼层 (共34层),106101632974,2室2厅,123.5,精装,88.27㎡,2015年建
锦江,东南,有,高楼层 (共20层),106103934707,2室1厅,139,简装,95.04㎡,2003年建
龙泉驿,西北,有,低楼层 (共33层),106103175962,3室1厅,166,精装,82.84㎡,2013年建
